content,annotation
 to damn (and dam) the spam  try OtherInbox (http://otherinbox.com)  now in beta. It's perfect for that kind of email overload.,0
 other than the Slowskis  I find all of their ads annoying - but i hate most ads. long live DVRs,0
 Win an NBA championship w/ what team? The Knicks? Damn right! ;P,0
 Ohhh I hate when that happens... but it's so worth it if it was a great party ;),0
 And the fat crow has left the nest; repeat  the fat crow has left the nest.,0
 whos fucking who?,0
 GET UR LAZY ASS OUT OF BED,0
 Make sure you update that OS. Luck bitch. T-Mo gets the gasface with their lack of a new BlackBerry,0
 Yahoo! Sports (I know...) mentioned Sergio & Travis for Hak  Conley & Crittenton. Damn  Jerryd still might not get PT then...,0
 Dude  yer rooting around making a pig roast with no power.  Who's rational?  LOL,0
 OK  you're swaying me.  I grew up on Fat Albert too.  It's all good stuff.  Love to hear him say \groovy\ in the 70's standup :),0
 yeah  cause his dick is a different size,0
 I told you trial accounts were limited!  That sucks :(,0
 You must have read Mozart and the Whale too?  ASConn had Jerry Newport come to CT for a showing of the film a signing.,0
 I love fishing - but I am a loser :D,0
 as your personal stalker  I will be crashing your lunch tomorrow. Um  where is it? Damn  stalking is hard.,0
 @indiekid you guys look like...fuck too sick to come up with anything funny. I will let your outfits do the humor for me.,0
 haha I wish. why so mac hate-y-ish?,0
 Then you should probably join the Facebook piss up group that the council stopped.,0
 Thanks for the info.  But it's that fat rain that gets you really wet. I guessing Swansea only has skinny rain but lots of it.,0
 i love that movie it reminds me why i hate liberals,0
 Oh is that what they are? Is that what Magpie does? I will avoid like the plague. I hate the FB ads that they sneak into posts.,0
 @bosca Been a Geek is something I know i am proud off. A nerd I am not lol.,0
 His ass does have shrines all over the southland.,0
 hate to hear about your car. Is it the transmission?,0
 of course.  It scans perfect white.  But inking on mylar is a bitch for exactly same reasons as penciling on it is awesome.,0
 do you ever GET tiddly tweets? Cos I'm destined 2b drunk fault of my gay 'uncles',0
 Damn. I was there this morn.,0
 oh fuck. Christmas is next week???,0
 Staying home with my OH  the pooches  and the fireplace...finally! I rather hate going out on NYE so I'm happy :),0
 I have three pairs on!! having low blood sugar sucks :(,0
 only one of the best in children's musical entertainment. ;) she sings such hits as \pig on her head\ & \we are the dinosaurs.\,0
 So your Grandpa doesn't have a fake one lying around? That sucks. :( what are you guys doing that day  will katie be coming?,0
 now THAT is really WT  fat from lipo to power your car!,0
 i fucking love u too and merry christmas eve babe...i can't handle this right now i have no where to go,0
 Thanks so much for the beyootiful Christmas card - you're SO gonna kick ass in 2009,0
 I can't say for sure that the universe doesn't hate you  but I've had several problems too.,0
 Just wait.  It'll happen  then you'll think damn. Michelle told me this would happen  not I'm old.  LOL,0
 it worked! I'm scared! Jail sucks.,0
 There is a theory that it eliminates neck fat through circulation. Started doing in high school. LOL. It worked! Avid tapper!,0
 that sucks  they could make more if they had both,0
 i need some of that money to get some of that tryfe heatery...the freeway shit was BOOOOOOONKERS!!! you killed that damn beat fam...,0
 yesssssssssssssss...its funny cause i hate the weather...but im gettin ready to move back to michigan on tuesday where its worse HA!,0
 hahahah is he at least hot? Hahah. I can't wait to go home to see who this guy is haha. I hate creepy skeevy guys on myspace LOL,0
 Mmm...Pizza pie!  You know...Papa Murphy's sounds damn good right now.,0
 Because you just stated that there is a minimal chance Zombs will invade  they will now! Damn you romy!,0
 You. Your ass in TF2 now.,0
 i hate it when that happens... i exposed 2 36-exposure undeveloped rolls before argh!,0
 Nope  Pho Pasteur  tho I just heard that they upped their price. Xe Lua sucks.,0
 That sucks. I've escaped it so far  but you're right  everyone else seems to have it or getting it. I'm prolly next. Yikes!,0
 damn  scott just said naughty things,0
 Asian Philosophy??? DAmn you must know how to Game the ^-^ perfectly now,0
 damn  sean and scott just cuttin heads out like some slumdogs,0
 GoW2 is really your game of the year? Damn.. Mine is Left 4 Dead without a doubt.,0
 Embedding/linking WebKit is a pain in the ass... building it from source took me hours and I got 3 errors: no compile  no worky,0
 Oi you.  I'm no troll.  I sent you one damn tweet.,0
 Hey  73% growth in eBooks.  They could have been sitting FAT if they'd raise their bets there!,0
 Damn! He is like the male Rosie O'Donnell.,0
 Just the movie.  @nallyo @parsonsn @umtrey Not emo  I just wanted to see what the fuss was about.,0
 haha it was great... i hate how the audio lags so badly though... it'd be more fun in real time lol,0
 oh it was nothing huge  it is just time for me to get off my ass and go out there and start my life. Get work in the field etc.,0
 Not sure if you saw him kissing his wife--Dick Clark moves pretty fast when he has to...,0
 It's always too early for Dick Vitale.,0
 my last tweet was supposed to be @ you. Damn twitteriffic reply system.,0
 lol. that could work... he'd only lose like $1600 a year given how often the damn comic comes out,0
 nick and nora? fuck yes. let me know when you're going.,0
 Damn  I should have made some music for work,0
 mr.lydian@gmail.com. I'm not the most fun  but damn it I'm something!,0
 Isn't that the evil show about the witch and her husband and the large group of gnomes?  (I hate watching TV at my sister's.),0
 Really! Its price is tempting  but its network coverage sucks.&#58372;,0
 damn but it right it doesn't shock me,0
 I REALLY hate it when I sneeze  burp  and hiccup at the same time D:&lt;,0
 hahaha did he freak out?,0
 Dr. Johnson says have some Gatorade after a soak. I hate the taste of the stuff but it will replenish your electrolytes.,0
 I don't get it with bet. I not one of those \I can't stand bet\ folks but damn! Why can't they get it right...lol,0
 damn dude you stay on the road!...lol,0
 oh lots.  lots and lots.  although in MI sometimes you might need the whale blubber for the cold.,0
 At 4:30 in the morning  I was struck with Revelations about a certain book we both know and I hate. Check your email  yo.,0
 Midway sucks.,0
 Awww....me too! Are u a cheese slut like me (u love cheese + anything) or are u a cheese snob (Bergk&#228;se  Affligem  anyone)? ;),0
 haha. that sucks though. if it's any comfort  i had a student break some of my XLR contact mics. gotta break out the iron now.,0
 plz dont even talk about getting fat i put on @ LEAST 15 lbs its delishhhhh mad chocolate TO THE DOME,0
 I would agree with that! it would be funny if it wasn't pouring so damn much!,0
 Yes. I realized that my meter has gone from \wannabe Cool Hand Luke\ to \Hulk Smash!!!\  but really! C'mon! Video is my thing,0
 Yeah  it sucks. They would have so much fun in the snow right now. Which I still don't want to go shovel and you can't make me!,0
 I hate it too! Mishel is going to do mine. :) She might do yours too  you just have to give her cash  credit cards & checkbook.,0
 problem is having more than 1860 followers  it's hard not to piss someone off. i just worry it'll be someone i consider a friend.,0
 its either that or get a new car. neither of which can i afford. im at a loss as 2 what 2 do. i feel helpless n i HATE that!,0
 - Agreed  snow is fine  ice sucks (well  and all the silly drivers on the road) :),0
 I originally made them in the grill  but it's a new grill and I hate it  so when I discovered they were cold  I microwaved them.,0
 Fucking hell  I need to train!,0
 I feel the same way. I am still full and i hate a couple of hours ago,0
 evilbeet    WAKE UP!!!! HAHAA jus saw ur mesg on my phone. arent u happy that a complete retard like me is on ur side? haha,0
 I dont care if he has a right to \hate\ or whatever....smart hate is great. dumb hate is boring and annoying,0
 ouch  why did you hate it?,0
 next week? I'll be the biggest loser in the world until then. (what else is new),0
 what sucks?,0
 midget only refers to the length of his dick *wink Cuz I'd say that mug is about 4 feet and some change :O),0
 oh naps can be the death of your sleep  real shit lol. Im gonna be up for a while my damn self :O(,0
 @nessarenee Juicee that dick gone make u masturbate. watch what I tell you.,0
 @ nessarenee I mean that was either a pad or her white dick. Shes nasty. But whats the song thats playing at the end,0
 @nessarenee @cd87 Juicee I should leave your ass  tellin' our business like that *rolls eyes and goes back to da co-na,0
 hell naw! I don't do second chances at dick bc then if its bad  that's TWO wasted nights instead of one and I do NOT gamble! Lol,0
 it is so not beneath me to shake my ass! No cameras tho plz,0
 its a little bit of both. My sister likes younger men so she can control them. Meanwhile his retarded ass just does it smh,0
 @juiceegapeach Yall the dick hit me in the eye all the way in NC. I think Im in love with a gay man!,0
 damn it I havent been sleep :(,0
 I HATE that commercial.  It makes me SO mad.,0
 OK Cool  I'll figure it straight out in the morning..Thank Pat! BIG FAT HUG For You!{By the Way  I loved Your Portable Empire!!},0
 happy brithday dumb ass :) have a good one  you AMAZING PERSON YOU ..LOL,0
 I hate the same thing talked about in 100s of blogs just slightly differently  giving no extra info. Boring.,0
 Damn  miss that whitney too! You getting me in the christmas spirit...I didn't even put up a tree this year :(,0
 i just hate college  evryday especially...:p,0
 absolutely. i think speedy WANTS us to do homework...massive tons of homework.dang it! i hate this semester's finals!!,0
 @myownwoman407 & I DO NOT appreciate dis talk about asses *Nikki Ann snaps her fingers and sashays off  showin her fab ass* LOL!,0
 Listen  buddy  all of a sudden you've got lots 2 say! AND u have taken the fun OUT of the oxymoron! geesh! go back 2 watchin ass!,0
 Haha  okay! But since I was the total nerd in school  that feels like 'talking in class' to me  LOLZ.,0
 Join the club. I don't know either. LOLZ Khub jamay gee jo mil baithain gay bongay do. :D,0
 I don't know  but I hate mass DMing.,0
 ha yes the $$ part would definitely be a big help! Don't you hate that?!,0
 Hate to date me; but my kids had the Big Wheel and I can still see them going down our hill on it. Sit n Spin came later. Wow!,0
